LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,SIDEBAR1,SIDEBAR2,SIDEBAR3,1395,MORE INFO,LEVEL
درآمدها,فروش کالا و خدمات,فروش خدمات,سایر خدمات آموزشی ,درآمد حاصل از سایر خدمات آموزشی (شامل درآمد اختصاصی مربوط به اخذ وجوه مرتبط به هزینه‌های ثبت‌نام داوطلبان متفرقه امتحانات - آزمون‌های متفرقه و صدور تاییدیه تحصیلی - ارائه خدمات آموزشی، پرورشی، رایانه‌ای و فروش نشریات وزارت آموزش و پرورش و درآمد اختصاصی سازمان‌های مدیریت و برنامه‌ریزی استان‌ها، مرکز آموزش مدیریت دولتی - همچنین درآمد خدمات آموزشی سازمان امور دانشجویان بابت خرید تعهدات آموزش رایگان، خرید تعهدات مستنکفین بورس و ارز بگیران، ارزشیابی مدارک تحصیلی، اخذ هزینه‌های ثبت‌نام آزمون‌های زبان خارجی و اعزام به خارج و فروش انتشارات، هزینه‌های ثبت‌نام در سامانه‌ها),ردیف شماره ۱۴۰۱۵۹ از جدول شماره ۵,,0.000,183.600,45.000,228.600,,4
درآمدها,فروش کالا و خدمات,فروش خدمات,درآمد خدمات استانداردسازی,درآمد حاصل از خدمات استانداردسازی,ردیف شماره ۱۴۰۱۶۰ از جدول شماره ۵,,0.100,460.000,0.000,460.100,,4
درآمدها,فروش کالا و خدمات,فروش خدمات,درآمد خدمات مشاوره‌ای دوره‌های فنی و حرفه‌ای,درآمد حاصل از ارائه خدمات مشاوره‌ای به متقاضیان دوره‌های آموزشی فنی و حرفه‌ای به استثنای دانش‌آموزان فنی و حرفه‌ای و کار و دانش,ردیف شماره ۱۴۰۱۶۱ از جدول شماره ۵,,6.000,0.000,0.000,6.000,,4
درآمدها,فروش کالا و خدمات,فروش خدمات,درآمد خدمات تجارت الکترونیکی,درآمد حاصل از خدمات تجارت الکترونیکی,ردیف شماره ۱۴۰۱۶۲ از جدول شماره ۵,,0.500,0.000,0.000,0.500,,4
درآمدها,فروش کالا و خدمات,فروش خدمات,درآمد هوشمند‌سازی کارت خودرو,درآمد حاصل از هوشمند‌سازی کارت مشخصات خودرو,ردیف شماره ۱۴۰۱۶۳ از جدول شماره ۵,,80.000,0.000,0.000,80.000,,4
درآمدها,فروش کالا و خدمات,فروش خدمات,درآمد نظارت و مراقبت الکترونیکی,درآمد حاصل از نظارت و مراقبت الکترونیکی,ردیف شماره ۱۴۰۱۶۴ از جدول شماره ۵,,1.000,0.000,0.000,1.000,,4
درآمدها,فروش کالا و خدمات,فروش خدمات,درآمد یک در هزار حق‌الثبت اموال غیر دولتی,درآمد حاصل از یک در هزار قیمت منطقه‌ای حق‌الثبت اموال غیر دولتی,ردیف شماره ۱۴۰۱۶۵ از جدول شماره ۵,,0.200,0.000,0.000,0.200,,4
درآمدها,فروش کالا و خدمات,فروش خدمات,درآمد صدور الکترونیکی اسناد رسمی,درآمد حاصل از صدور الکترونیکی اسناد رسمی,ردیف شماره ۱۴۰۱۶۶ از جدول شماره ۵,,143.000,0.000,0.000,143.000,,4
درآمدها,فروش کالا و خدمات,فروش خدمات,درآمد افزایش تعرفه استعلام املاک,درآمد حاصل از افزایش تعرفه پاسخ الکترونیک به استعلامات و اعلام وضعیت املاک بانک جامع اطلاعات,ردیف شماره ۱۴۰۱۶۷ از جدول شماره ۵,,118.600,0.000,0.000,118.600,,4
درآمدها,فروش کالا و خدمات,فروش خدمات,درآمد خدمات رفاهی دانشجویان,درآمد حاصل از خدمات رفاهی دانشجویان,ردیف شماره ۱۴۰۱۶۸ از جدول شماره ۵,,0.000,0.000,118.322,118.322,,4
درآمدها,فروش کالا و خدمات,فروش خدمات,درآمد صدور کارنامه شغلی ایرانیان خارج از کشور,درآمد حاصل از صدور کارنامه شغلی ایرانیان خارج از کشور,ردیف شماره ۱۴۰۱۶۹ از جدول شماره ۵,,2.000,0.000,0.000,2.000,,4
درآمدها,فروش کالا و خدمات,فروش خدمات,درآمدهای قانونی (مربوط به سازمان برق),درآمد موضوع ماده ۵ قانون سازمان برق,ردیف شماره ۱۴۰۱۷۰ از جدول شماره ۵,,0.000,0.000,10.000,10.000,,4
درآمدها,فروش کالا و خدمات,فروش خدمات,,درآمدهای حاصل از خدمات,ردیف شماره ۱۴۰۱۰۰ از جدول شماره ۵,,"5,118.620","3,055.260","28,666.973","36,840.853",,3
درآمدها,فروش کالا و خدمات,فروش کالا,درآمد فروش کالاهای کشاورزی,درآمد حاصل از فروش کالاهای کشاورزی,ردیف شماره ۱۴۰۲۰۱ از جدول شماره ۵,,34.400,2.400,0.000,36.800,,4
درآمدها,فروش کالا و خدمات,فروش کالا,درآمد چاپ، توزیع و فروش کتب و نشریات,درآمد حاصل از چاپ، توزیع و فروش کتب و نشریات و واگذاری آن‌ها (از جمله درآمد موسسه چاپ و نشر بازرگانی تحت پوشش موسسه مطالعات و پژوهش‌های بازرگانی) ,ردیف شماره ۱۴۰۲۰۳ از جدول شماره ۵,,4.040,0.000,11.390,15.430,,4
درآمدها,فروش کالا و خدمات,فروش کالا,عواید داخل پادگانی,عواید داخل پادگانی,ردیف شماره ۱۴۰۲۰۵ از جدول شماره ۵,,2.000,0.300,0.000,2.300,,4
درآمدها,فروش کالا و خدمات,فروش کالا,درآمد فروش سایر کالاها,درآمد حاصل از فروش سایر کالاها,ردیف شماره ۱۴۰۲۰۶ از جدول شماره ۵,,40.000,1.600,249.050,290.650,,4
درآمدها,فروش کالا و خدمات,فروش کالا,درآمد فعالیت‌های فضایی,درآمد حاصل از فروش و عرضه فعالیت‌های فضایی، همچنین اعطای مجوزهای فضایی,ردیف شماره ۱۴۰۲۰۷ از جدول شماره ۵,,17.000,0.000,0.000,17.000,,4
درآمدها,فروش کالا و خدمات,فروش کالا,درآمد عوارض کالاهای آسیب‌رسان,درآمد موضوع بند (الف) ماده (۳۷) قانون برنامه پنجم توسعه,ردیف شماره ۱۴۰۲۰۸ از جدول شماره ۵,,50.000,0.000,0.000,50.000,,4
درآمدها,فروش کالا و خدمات,فروش کالا,درآمد هوشمندسازی کارت پایان خدمت,درآمد حاصل از صدور، تعویض و تبدیل کارت‌های پایان خدمت عادی و معافیت به هوشمند,ردیف شماره ۱۴۰۲۰۹ از جدول شماره ۵,,12.000,0.000,0.000,12.000,,4
درآمدها,فروش کالا و خدمات,فروش کالا,فروش نمونه‌های بازار,درآمد حاصل از فروش نمونه‌های جمع‌آوری شده از بازار,ردیف شماره ۱۴۰۲۱۰ از جدول شماره ۵,,0.000,5.000,0.000,5.000,,4
درآمدها,فروش کالا و خدمات,فروش کالا,درآمد صدور و تمدید گواهینامه مهارت,درآمد حاصل از صدور، تعویض و تمدید گواهینامه مهارت و پرپانه تاسیس آموزشگاه‌های آزاد,ردیف شماره ۱۴۰۲۱۱ از جدول شماره ۵,,6.000,0.000,0.000,6.000,,4
درآمدها,فروش کالا و خدمات,فروش کالا,,درآمدهای حاصل از فروش کالاها,ردیف شماره ۱۴۰۲۰۰ از جدول شماره ۵,,165.440,9.300,260.440,435.180,,3
درآمدها,فروش کالا و خدمات,,,درآمدهای حاصل از فروش کالاها و خدمات,ردیف شماره ۱۴۰۰۰۰ از جدول شماره ۵,,"5,284.060","3,064.560","28,927.413","37,276.033",,2
درآمدها,جریمه‌ها,جریمه‌های رانندگی,,درآمدهای حاصل از جرایم رانندگی,ردیف شماره ۱۵۰۱۰۱ از جدول شماره ۵,,0.000,"2,800.000",0.000,"2,800.000",,3
درآمدها,جریمه‌ها,جریمه‌های مربوط به مواد مخدر,,درآمد‌های حاصل از جریمه‌ها و دیگر وجوه ناشی از اجرای قانون مبارزه با مواد مخدر,ردیف شماره ۱۵۰۱۰۲ از جدول شماره ۵,,120.000,0.000,0.000,120.000,,3
درآمدها,جریمه‌ها,جریمه‌ها و مجازات قانون کار,,درآمد‌های حاصل از جرایم و مجازات قانون کار,ردیف شماره ۱۵۰۱۰۳ از جدول شماره ۵,,0.000,1.400,0.000,1.400,,3
درآمدها,جریمه‌ها,جریمه‌ها و خسارات زیست محیطی,,درآمدهای حاصل از جرایم و خسارات زیست محیطی,ردیف شماره ۱۵۰۱۰۴ از جدول شماره ۵,,0.000,15.000,0.000,15.000,,3
درآمدها,جریمه‌ها,جریمه تخلفات صنفی,,درآمدهای حاصل از تخلفات صنفی,ردیف شماره ۱۵۰۱۰۵ از جدول شماره ۵,,50.000,0.000,0.000,50.000,,3
درآمدها,جریمه‌ها,فروش صیدآلات، ادوات و مواد بازداشتی,,درآمدهای حاصل از جرایم و فروش صیدآلات، ادواات و مواد بازداشتی,ردیف شماره ۱۵۰۱۰۶ از جدول شماره ۵,,17.000,0.000,0.000,17.000,,3
درآمدها,جریمه‌ها,جریمه‌ قاچاق اموال و خسارات فرهنگی,,درآمدهای حاصل از جرایم قاچاق اموال و خسارات فرهنگی,ردیف شماره ۱۵۰۱۰۷ از جدول شماره ۵,,0.000,0.060,0.000,0.060,,3
درآمدها,جریمه‌ها,جریمه تخلفات بهداشتی,,درآمدهای حاصل از تخلفات بهداشتی,ردیف شماره ۱۵۰۱۰۹ از جدول شماره ۵,,0.000,0.000,15.000,15.000,,3
درآمدها,جریمه‌ها,جریمه‌های انصراف تحصیلی,,درآمدهای حاصل از جرایم انصراف تحصیلی,ردیف شماره ۱۵۰۱۱۱ از جدول شماره ۵,,4.000,0.000,0.000,4.000,,3
درآمدها,جریمه‌ها,جریمه و مجازات ورود و اقامت غیر مجاز اتباع خارجی,,درآمدهای حاصل از جرایم و مجازات ورود و اقامت غیر مجاز اتباع خارجی، علاوه بر جرائم ذکر شده در بند (۳) ماده (۱۵) قانون ورود اتباع خارجی و به استثنای کسانی که به تشخیص مراجع ذی‌ربط برای اقامت بیش از مدت روادید صادره عذر موجه دارند,ردیف شماره ۱۵۰۱۱۲ از جدول شماره ۵,,25.000,0.000,0.000,25.000,,3
درآمدها,جریمه‌ها,جریمه‌ اجرای اصلاح قانون حفظ کاربری اراضی زراعی و باغ‌ها,,درآمد حاصل از جرائم و خسارت ناشی از اجرای قانون اصلاح قانون حفظ کاربری اراضی زراعی و باغ‌ها,ردیف شماره ۱۵۰۱۱۵ از جدول شماره ۵,,100.000,0.000,0.000,100.000,,3
درآمدها,جریمه‌ها,سایر جریمه‌ها و خسارات,,درآمد حاصل از سایر جرائم و خسارات,ردیف شماره ۱۵۰۱۲۰ از جدول شماره ۵,,58.000,0.300,0.000,58.300,,3
درآمدها,جریمه‌ها,خسارات طرح‌های عمرانی در مناطق زراعی و باغ‌ها,,درآمد حاصل از خسارات ناشی از اجرای طرح‌های عمرانی و معدنی در عرصه منابع زراعی و باغ‌ها,ردیف شماره ۱۵۰۱۲۱ از جدول شماره ۵,,100.000,0.000,0.000,100.000,,3
درآمدها,جریمه‌ها,جریمه‌های معوق رانندگی,,درآمد حاصل از جرائم معوق رانندگی,ردیف شماره ۱۵۰۱۲۳ از جدول شماره ۵,,"1,500.000",0.000,0.000,"1,500.000",,3
درآمدها,جریمه‌ها,جریمه‌های مربوط به قانون مدیریت پسماند,,درآمد حاصل از جرائم موضوع ماده ۲۱ قانون مدیریت پسماند,ردیف شماره ۱۵۰۱۲۴ از جدول شماره ۵,,2.000,0.000,0.000,2.000,,3
درآمدها,جریمه‌ها,درآمد اجرای قانون مبارزه با قاچاق کالا و ارز,,درآمد موضوع اجرای قانون مبارزه با قاچاق کالا و ارز,ردیف شماره ۱۵۰۱۲۶ از جدول شماره ۵,,150.000,0.000,0.000,150.000,,3
درآمدها,جریمه‌ها,جریمه ناشی از مصرف زیاد گاز,,جرایم ناشی از مصرف گاز و فرآورده‌های نفتی مازاد بر الگوی مصرف موضوع ماده (۲۶) قانون اصلاح الگوی مصرف انرژی,ردیف شماره ۱۵۰۱۲۷ از جدول شماره ۵,,20.000,0.000,0.000,20.000,,3
درآمدها,جریمه‌ها,جریمه غیبت مشمولان سربازی,,جریمه زمان غیبت مشمولان,ردیف شماره ۱۵۰۱۲۸ از جدول شماره ۵,,"3,500.000",0.000,0.000,"3,500.000",,3
درآمدها,جریمه‌ها,,,درآمدهای حاصل از جرایم و خسارات,ردیف شماره ۱۵۰۰۰۰ از جدول شماره ۵,,"5,646.000","2,816.760",15.000,"8,477.760",,2
درآمدها,درآمدهای متفرقه,درآمدهای متفرقه,,درآمدهای متفرقه,ردیف شماره ۱۶۰۱۰۱ از جدول شماره ۵,,394.752,"1,020.000",65.000,"1,479.752",,3
درآمدها,درآمدهای متفرقه,درآمد قراردادهای پیمانکاری,,درآمدهای حاصل از قراردادهای پیمانکاری,ردیف شماره ۱۶۰۱۰۳ از جدول شماره ۵,,0.000,0.000,"5,600.000","5,600.000",,3
درآمدها,درآمدهای متفرقه,حق اشتراک برداشت جدید آب,,درآمد حاصل از حق اشتراک اراضی,ردیف شماره ۱۶۰۱۰۴ از جدول شماره ۵,,60.000,0.000,0.000,60.000,,3
درآمدها,درآمدهای متفرقه,مازاد درآمدهای اختصاصی دانشگاه‌ها,,مازاد درآمدهای اختصاصی دانشگاه‌ها و موسسات آموزش عالی,ردیف شماره ۱۶۰۱۰۵ از جدول شماره ۵,,0.000,0.000,320.000,320.000,,3
درآمدها,درآمدهای متفرقه,مازاد درآمدهای اختصاصی دانشگاه‌های علوم پزشکی,,مازاد درآمدهای اختصاصی دانشگاه‌های علوم پزشکی,ردیف شماره ۱۶۰۱۰۶ از جدول شماره ۵,,0.000,0.000,"1,920.000","1,920.000",,3
درآمدها,درآمدهای متفرقه,عوارض ۱۰ درصدی بیمه شخص ثالث,,درآمد حاصل از اخذ ۱۰ درصد حق بیمه شخص ثالث، سرنشین و مازاد توسط شرکت‌های بیمه تجاری بابت ارتقا کیفیت خدمات رسانی در امر حمل و نقل (بلافاصله پس از صدور بیمه‌نامه به خزانه واریز گردد) ,ردیف شماره ۱۶۰۱۱۱ از جدول شماره ۵,,250.000,0.000,0.000,250.000,,3
درآمدها,درآمدهای متفرقه,عوارض شماره‌گذاری خودروهای وارداتی,,درآمد موضوع اخذ عوارض شماره‌گذاری بر خودروهای وارداتی که اولین بار شماره‌گذاری می‌شوند متناسب با میزان آلودگی و ارزش گمرکی آن‌ها,ردیف شماره ۱۶۰۱۱۳ از جدول شماره ۵,,600.000,0.000,0.000,600.000,,3
درآمدها,درآمدهای متفرقه,بازگشت وام محکومان نیازمند,,درآمد حاصل از وجوه بازگشتی از محل تسهیلات اعطلایی به محکومین نیازمند,ردیف شماره ۱۶۰۱۱۴ از جدول شماره ۵,,0.200,0.000,0.000,0.200,,3
درآمدها,درآمدهای متفرقه,بازگشت وام زندانیان,,درآمد حاصل از وجوه بازگشتی از محل تسهیلات اعطلایی به زندانیان,ردیف شماره ۱۶۰۱۱۵ از جدول شماره ۵,,7.000,0.000,0.000,7.000,,3
درآمدها,درآمدهای متفرقه,درآمد قانون ایمنی راه‌ها و راه‌آهن,,درآمد حاصل از اجرای قانون ایمنی راه‌ها و راه‌آهن,ردیف شماره ۱۶۰۱۱۶ از جدول شماره ۵,,12.000,0.000,0.000,12.000,,3
درآمدها,درآمدهای متفرقه,افزایش قیمت سیگار,,درآمد حاصل از افزایش ۱۰٪ به قیمت هر نخ سیگار تولید داخل,ردیف شماره ۱۶۰۱۱۷ از جدول شماره ۵,,400.000,0.000,0.000,400.000,,3
درآمدها,درآمدهای متفرقه,مازاد درآمد اختصاصی دستگاه‌های اجرایی,,مازاد درآمد اختصاصی دستگاه‌های اجرایی,ردیف شماره ۱۶۰۱۲۰ از جدول شماره ۵,,0.000,0.000,35.000,35.000,,3
درآمدها,درآمدهای متفرقه,افزایش قیمت نوشابه ,,درآمد حاصل از افزایش ۱۵٪ به قیمت نوشابه گازدار قندی تولید داخل و ۲۰٪ به قیمت نوشابه‌های گازدار قندی وارداتی (به استثنای نوشابه‌های با پایه میوه و انواع دوغ بدون گاز) ,ردیف شماره ۱۶۰۱۲۳ از جدول شماره ۵,,12.000,0.000,0.000,12.000,,3
درآمدها,درآمدهای متفرقه,کارمزد ثبت سفارش,,درآمد حاصل از کارمزد ثبت سفارش,ردیف شماره ۱۶۰۱۲۴ از جدول شماره ۵,,120.000,0.000,0.000,120.000,,3
درآمدها,درآمدهای متفرقه,عوارض کشتار دام و طیور,,درآمد موضوع ماده (۵) قانون نظارت شرعی بر ذبح و صید,ردیف شماره ۱۶۰۱۲۵ از جدول شماره ۵,,8.000,0.000,0.000,8.000,,3
درآمدها,درآمدهای متفرقه,مابه‌ التفاوت از کالاهای وارداتی و کشاورزی,,درآمد حاصل از اخذ مابه‌ التفاوت از کالاهای وارداتی,ردیف شماره ۱۶۰۱۲۶ از جدول شماره ۵,,350.000,0.000,0.000,350.000,,3
درآمدها,درآمدهای متفرقه,درآمدهای قانونی (مربوط به سازمان امور مالیاتی),,درآمد موضوع ماده ۳۷ قانون مالیات بر ارزش افزوده,ردیف شماره ۱۶۰۱۲۹ از جدول شماره ۵,,40.000,0.000,0.000,40.000,,3
درآمدها,درآمدهای متفرقه,درآمدهای قانونی (مربوط به تشکل‌های صنفی),,درآمد موضوع تبصره ۲ ماده ۱۸۶ قانون مالیات مستقیم,ردیف شماره ۱۶۰۱۳۰ از جدول شماره ۵,,21.000,0.000,0.000,21.000,,3
درآمدها,درآمدهای متفرقه,درآمدهای قانونی (مربوط به آموزش حین خدمت),,درآمد موضوع تبصره ۳ ماده ۳۸ قانون مالیت بر ارزش افزوده,ردیف شماره ۱۶۰۱۳۱ از جدول شماره ۵,,75.000,0.000,0.000,75.000,,3
درآمدها,درآمدهای متفرقه,عوارض واردات میوه و سبزیجات,,درآمد حاصل از اخذ عوارض از واردات میوه و سبزیجات و سموم کشاورزی,ردیف شماره ۱۶۰۱۳۲ از جدول شماره ۵,,80.000,0.000,0.000,80.000,,3
درآمدها,درآمدهای متفرقه,درآمد معاینه فنی خودروها,,درآمد حاصل از معاینه فنی خودروها,ردیف شماره ۱۶۰۱۳۳ از جدول شماره ۵,,0.500,0.000,0.000,0.500,,3
درآمدها,درآمدهای متفرقه,درآمد سازمان حسابرسی وزارت دفاع ,,درآمد حاصل از سازمان حسابرسی وزارت دفاع و پشتیبانی نیروهای مسلح,ردیف شماره ۱۶۰۱۳۴ از جدول شماره ۵,,0.000,0.000,2.000,2.000,,3
درآمدها,درآمدهای متفرقه,عوارض واردات گوشت قرمز و مرغ,,درآمد حاصل از اخذ عوارض از واردات گوشت قرمز و مرغ,ردیف شماره ۱۶۰۱۳۵ از جدول شماره ۵,,40.000,0.000,0.000,40.000,,3
درآمدها,درآمدهای متفرقه,درآمد ثبت املاک ,,درآمد حاصل از ثبت ملک در دفاتر املاک و واگذاری نقشه حدنگاری (کاداستر) ,ردیف شماره ۱۶۰۱۳۷ از جدول شماره ۵,,37.700,0.000,27.300,65.000,,3
درآمدها,درآمدهای متفرقه,هزینه تفکیک و استعلام املاک,,درآمد حاصل از هزینه تفکیک و پاسخ استعلام برای املاک ثبت شده,ردیف شماره ۱۶۰۱۳۸ از جدول شماره ۵,,160.000,0.000,0.000,160.000,,3
درآمدها,درآمدهای متفرقه,مازاد درآمد اختصاصی موسسات تحقیقاتی کشاورزی,,مازاد درآمد اختصاصی موسسات تحقیقاتی و پژوهشی وابسته به سازمان تحقیقات، آموزش و ترویج کشاورزی,ردیف شماره ۱۶۰۱۴۱ از جدول شماره ۵,,0.000,0.000,10.000,10.000,,3
درآمدها,درآمدهای متفرقه,عوارض تولید و واردات وسائط نقلیه,,درآمد حاصل از اخذ عوارض از تولید و واردات وسائط نقلیه,ردیف شماره ۱۶۰۱۴۲ از جدول شماره ۵,,80.000,0.000,0.000,80.000,,3
درآمدها,درآمدهای متفرقه,یک درصد قیمت بلیط هواپیما و کشتی,,درآمد حاصل از یک درصد قیمت بلیط هواپیما و کشتی,ردیف شماره ۱۶۰۱۴۳ از جدول شماره ۵,,50.000,0.000,0.000,50.000,,3
درآمدها,درآمدهای متفرقه,افزایش (۲ تومان) قیمت هر نخ سیگار وارداتی,,درآمد حاصل از ۲۰ ریال افزایش به قیمت هر نخ سیگار وارداتی,ردیف شماره ۱۶۰۱۴۴ از جدول شماره ۵,,30.000,0.000,0.000,30.000,,3
درآمدها,درآمدهای متفرقه,عوارض واردات کالاها و محصولات فرهنگی,,درآمد حاصل از اخذ عوارض واردات کالاها و محصولات فرهنگی,ردیف شماره ۱۶۰۱۴۵ از جدول شماره ۵,,50.000,0.000,0.000,50.000,,3
درآمدها,درآمدهای متفرقه,افزایش عوارض واردات خودرو,,درآمد حاصل از افزایش عوارض واردات خودروهای سواری به میزان ۵٪ قیمت روی کشتی,ردیف شماره ۱۶۰۱۴۸ از جدول شماره ۵,,220.000,0.000,0.000,220.000,,3
درآمدها,درآمدهای متفرقه,درآمد واگذاری آزاد راه‌های تهران - قزوین,,درآمد حاصل از اجرای قانون اجازه واگذاری حق دریافت آزاد راه‌های تهران کرج قزوین,ردیف شماره ۱۶۰۱۵۲ از جدول شماره ۵,,12.000,0.000,0.000,12.000,,3
درآمدها,درآمدهای متفرقه,افزایش ۲۰ درصد به قیمت هر لیتر نفت گاز,,درآمد حاصل از افزایش ۲۰ درصد به قیمت هر لیتر نفت گاز,ردیف شماره ۱۶۰۱۵۳ از جدول شماره ۵,,"1,154.000",0.000,0.000,"1,154.000",,3
درآمدها,درآمدهای متفرقه,درآمد افزایش قیمت پیامک (یک تومان),,درآمد حاصل از افزایش قیمت هر پیامک,ردیف شماره ۱۶۰۱۵۴ از جدول شماره ۵,,400.000,0.000,0.000,400.000,,3
درآمدها,درآمدهای متفرقه,عوارض خرده‌فروشی سیگار,,عوارض خرده‌فروشی سیگار,ردیف شماره ۱۶۰۱۵۵ از جدول شماره ۵,,"1,700.000",0.000,0.000,"1,700.000",,3
درآمدها,درآمدهای متفرقه,دریافت هزینه و قیمت اراضی رفع تداخل شده,,درآمد حاصل از دریافت هزینه و قیمت اراضی رفع تداخل شده موضوع ماده ۵۴ قانون رفع موانع تولید,ردیف شماره ۱۶۰۱۵۶ از جدول شماره ۵,,15.000,0.000,0.000,15.000,,3
درآمدها,درآمدهای متفرقه,درآمد‌های قانونی (مربوط به املاک و اراضی),,درآمد حاصل از اجرای ماده ۱۷ قانون جامع حدنگار,ردیف شماره ۱۶۰۱۵۷ از جدول شماره ۵,,200.000,0.000,0.000,200.000,,3
درآمدها,درآمدهای متفرقه,مابه‌التفاوت روغن خام وارداتی,,درامد حاصل از اخذ مابه‌التفاوت از روغن خام وارداتی,ردیف شماره ۱۶۰۱۵۸ از جدول شماره ۵,,200.000,0.000,0.000,200.000,,3
درآمدها,درآمدهای متفرقه,درآمد بازپرداخت وام‌های شهریه,,درآمد حاصل از بازپرداخت وام‌های شهریه سال‌های ۱۳۸۵ تا ۱۳۹۳,ردیف شماره ۱۶۰۱۶۰ از جدول شماره ۵,,45.000,0.000,0.000,45.000,,3
درآمدها,درآمدهای متفرقه,درآمد اسکن کامیون,,درآمد حاصل از اسکن هر کامیون توسط دستگاه‌های کنترلی پرتونگاری,ردیف شماره ۱۶۰۱۶۱ از جدول شماره ۵,,10.000,0.000,0.000,10.000,,3
درآمدها,درآمدهای متفرقه,سهم سازمان نوسازی مدارس,,عوارض موضوع ماده ۶۵ قانون الحاق برخی مواد به قانون تنظیم بخشی از مقررات مالی دولت (۲) - ۲۰٪ سهم سازمان نوسازی و توسعه و تجهیز مدارس,ردیف شماره ۱۶۰۱۶۲ از جدول شماره ۵,,0.000,0.000,0.000,0.000,,3
درآمدها,درآمدهای متفرقه,درآمد قانونی (مربوط به شهرهای جدید),,درآمد موضوع تبصره ذیل ماده (۵) قانون ایجاد شهرهای جدید,ردیف شماره ۱۶۰۱۶۳ از جدول شماره ۵,,10.000,0.000,0.000,10.000,,3
درآمدها,درآمدهای متفرقه,هزینه‌ تراکنش‌های بانکی,,دو درصد درآمد حاصل از هزینه‌های دریافتی بابت تراکنش‌ها در نظام بانکداری الکترونیکی,ردیف شماره ۱۶۰۱۶۴ از جدول شماره ۵,,365.000,0.000,0.000,365.000,,3
درآمدها,درآمدهای متفرقه,وجوه ارزی مسترد شده به بانک مرکزی,,وجوه ارزی مسترد شده به بانک مرکزی ناشی از طرح دعاوی قراردادهای نظامی در مراجع بین‌المللی,ردیف شماره ۱۶۰۱۶۵ از جدول شماره ۵,,"5,000.000",0.000,0.000,"5,000.000",,3
درآمدها,درآمدهای متفرقه,بدهیفولاد خوزستان به دولت,,درآمد حاصل از بدهی شرکت فولاد خوزستان به دولت (جمعی - خرجی),ردیف شماره ۱۶۰۱۶۶ از جدول شماره ۵,,365.800,0.000,0.000,365.800,,3
درآمدها,درآمدهای متفرقه,درآمدهای مصوب وزارت ورزش,,درآمدهای مربوط به مصوبات قانونی وزارت ورزش و جوانان به استثنای فروش ساختمان‌ها و تاسیسات دولتی,ردیف شماره ۱۶۰۱۶۷ از جدول شماره ۵,,0.000,0.000,60.000,60.000,,3
درآمدها,درآمدهای متفرقه,,,درآمدهای متفرقه,ردیف شماره ۱۶۰۰۰۰ از جدول شماره ۵,,"12,574.952","1,020.000","8,039.300","21,634.252",,2
درآمدها,,,,درآمدها,ردیف شماره ۱۰۰۰۰۰ از جدول شماره ۵,,"79,786.565","78,410.305","40,194.695","198,391.565",,1
منابع نفتی,نفت,فروش نفت خام,,منابع حاصل از ارزش نفت خام,ردیف شماره ۲۱۰۱۰۱ از جدول شماره ۵,,"72,877.600",0.000,0.000,"72,877.600",,3
منابع نفتی,نفت,۲ درصد فروش نفت برای مناطق نفت‌خیز و محروم,,دو درصد فروش نفت خام برای مناطق نفت‌خیز و محروم,ردیف شماره ۲۱۰۱۰۹ از جدول شماره ۵,,"1,624.200",0.000,0.000,"1,624.200",,3
منابع نفتی,نفت,,,منابع حاصل از نفت و فرآورده‌های نفتی,ردیف شماره ۲۱۰۱۰۰ از جدول شماره ۵,,"74,501.800",0.000,0.000,"74,501.800",,2
منابع نفتی,فروش اموال,فروش ساختمان‌ها,,منابع حاصل از فروش ساختمان‌ها و تاسیسات دولتی,ردیف شماره ۲۱۰۲۰۱ از جدول شماره ۵,,907.000,4.500,0.000,911.500,,3
منابع نفتی,فروش اموال,فروش اراضی,,منابع حاصل از فروش و واگذاری اراضی دولتی,ردیف شماره ۲۱۰۲۰۲ از جدول شماره ۵,,125.000,0.000,0.000,125.000,,3
منابع نفتی,فروش اموال,فروش ماشین‌آلات ,,منابع حاصل از فروش ماشین‌آلات و تجهیزات دستگاه‌های دولتی,ردیف شماره ۲۱۰۲۰۳ از جدول شماره ۵,,66.100,30.600,4.000,100.700,,3
منابع نفتی,فروش اموال,فروش سایر دارایی‌های دولت,,منابع حاصل از فروش و واگذاری سایر دارایی‌های سرمایه‌ای,ردیف شماره ۲۱۰۲۰۴ از جدول شماره ۵,,76.700,0.000,50.000,126.700,,3
منابع نفتی,فروش اموال,فروش اموال تملیکی,,منابع حاصل از فروش و واگذاری اموال تملیکی,ردیف شماره ۲۱۰۲۰۷ از جدول شماره ۵,,60.000,0.000,0.000,60.000,,3
منابع نفتی,فروش اموال,فروش پادگان‌ها,,منابع حاصل از فروش پادگان‌ها به شهرداری,ردیف شماره ۲۱۰۲۰۹ از جدول شماره ۵,,25.000,0.000,0.000,25.000,,3
منابع نفتی,فروش اموال,فروش خانه‌های سازمانی,,منابع حاصل از فروش خانه‌های سازمانی,ردیف شماره ۲۱۰۲۱۰ از جدول شماره ۵,,40.000,0.000,0.000,40.000,,3
منابع نفتی,فروش اموال,واگذاری اراضی برای عشایر,,منابع حاصل از واگذاری اراضی برای اسکان عشایر,ردیف شماره ۲۱۰۲۱۱ از جدول شماره ۵,,0.100,0.000,0.000,0.100,,3
