LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,SIDEBAR1,SIDEBAR2,SIDEBAR3,1396,MORE INFO,LEVEL
درآمدها,فروش کالا و خدمات,فروش کالا,عواید داخل پادگانی,عواید داخل پادگانی,ردیف شماره 140205 از جدول شماره ۵,,2.000,0.300,0.000,2.300,,4
درآمدها,فروش کالا و خدمات,فروش کالا,درآمد فروش سایر کالاها,درآمد حاصل از فروش سایر کالاها,ردیف شماره 140206 از جدول شماره ۵,,40.000,0.600,233.200,273.800,,4
درآمدها,فروش کالا و خدمات,فروش کالا,درآمد فعالیت‌های فضایی,درآمد حاصل از فروش و عرضه فعالیت‌های فضایی، همچنین اعطای مجوزهای فضایی,ردیف شماره 140207 از جدول شماره ۵,,15.000,0.000,0.000,15.000,,4
درآمدها,فروش کالا و خدمات,فروش کالا,درآمد عوارض کالاهای آسیب‌رسان,درآمد حاصل از عوارض کالاهای آسیب‌رسان,ردیف شماره 140208 از جدول شماره ۵,,10.000,0.000,0.000,10.000,,4
درآمدها,فروش کالا و خدمات,فروش کالا,درآمد هوشمندسازی کارت پایان خدمت,درآمد حاصل از صدور، تعویض و تبدیل کارت‌های پایان خدمت عادی و معافیت به هوشمند,ردیف شماره 140209 از جدول شماره ۵,,20.000,0.000,0.000,20.000,,4
درآمدها,فروش کالا و خدمات,فروش کالا,فروش نمونه‌های بازار,درآمد حاصل از فروش نمونه‌های جمع‌آوری شده از بازار,ردیف شماره 140210 از جدول شماره ۵,,0.000,5.000,0.000,5.000,,4
درآمدها,فروش کالا و خدمات,فروش کالا,درآمد صدور و تمدید گواهینامه مهارت,درآمد حاصل از صدور، تعویض و تمدید گواهینامه مهارت و پرپانه تاسیس آموزشگاه‌های آزاد,ردیف شماره 140211 از جدول شماره ۵,,6.000,0.000,0.000,6.000,,4
درآمدها,فروش کالا و خدمات,فروش کالا,,درآمدهای حاصل از فروش کالاها,ردیف شماره 140200 از جدول شماره ۵,,124.360,8.300,244.070,376.730,,3
درآمدها,فروش کالا و خدمات,,,درآمدهای حاصل از فروش کالاها و خدمات,ردیف شماره 140000 از جدول شماره ۵,,"6,009.090","2,581.805","33,277.160","41,868.055",,2
درآمدها,جریمه‌ها,جریمه‌های رانندگی,,جریمه‌های رانندگی,ردیف شماره 150101 از جدول شماره ۵,,0.000,"2,800.000",0.000,"2,800.000",,3
درآمدها,جریمه‌ها,جریمه‌های مربوط به مواد مخدر,,جریمه‌ها و دیگر وجوه ناشی از اجرای قانون مبارزه با مواد مخدر,ردیف شماره 150102 از جدول شماره ۵,,120.000,0.000,0.000,120.000,,3
درآمدها,جریمه‌ها,جریمه‌ها و مجازات قانون کار,,جریمه‌ها و مجازات قانون کار,ردیف شماره 150103 از جدول شماره ۵,,0.000,0.800,0.000,0.800,,3
درآمدها,جریمه‌ها,جریمه‌ها و خسارات زیست محیطی,,جریمه‌ها و خسارات زیست محیطی,ردیف شماره 150104 از جدول شماره ۵,,0.000,10.000,0.000,10.000,,3
درآمدها,جریمه‌ها,جریمه تخلفات صنفی,,جریمه تخلفات صنفی,ردیف شماره 150105 از جدول شماره ۵,,50.000,0.000,0.000,50.000,,3
درآمدها,جریمه‌ها,فروش صیدآلات، ادوات و مواد بازداشتی,,جریمه و فروش صیدآلات، ادوات و مواد بازداشتی,ردیف شماره 150106 از جدول شماره ۵,,18.500,0.000,0.000,18.500,,3
درآمدها,جریمه‌ها,جریمه‌ قاچاق اموال و خسارات فرهنگی,,جریمه‌ قاچاق اموال و خسارات فرهنگی,ردیف شماره 150107 از جدول شماره ۵,,0.000,0.060,0.000,0.060,,3
درآمدها,جریمه‌ها,جریمه تخلفات بهداشتی,,جریمه خلفات بهداشتی,ردیف شماره 150109 از جدول شماره ۵,,0.000,0.000,15.000,15.000,,3
درآمدها,جریمه‌ها,جریمه‌های انصراف تحصیلی,,جریمه‌های انصراف تحصیلی,ردیف شماره 150111 از جدول شماره ۵,,5.000,0.000,0.000,5.000,,3
درآمدها,جریمه‌ها,جریمه و مجازات ورود و اقامت غیر مجاز اتباع خارجی,,جریمه و مجازات ورود و اقامت غیر مجاز اتباع خارجی,ردیف شماره 150112 از جدول شماره ۵,,15.000,0.000,0.000,15.000,,3
درآمدها,جریمه‌ها,جریمه‌ اجرای اصلاح قانون حفظ کاربری اراضی زراعی و باغ‌ها,,جریمه‌ها و خسارت ناشی از اجرای اصلاح قانون حفظ کاربری اراضی زراعی و باغ‌ها,ردیف شماره 150115 از جدول شماره ۵,,70.000,0.000,0.000,70.000,,3
درآمدها,جریمه‌ها,سایر جریمه‌ها و خسارات,,سایر جریمه‌ها و خسارات,ردیف شماره 150120 از جدول شماره ۵,,58.000,0.350,0.000,58.350,,3
درآمدها,جریمه‌ها,خسارات طرح‌های عمرانی در مناطق زراعی و باغ‌ها,,خسارات ناشی از اجرای طرح‌های عمرانی و معدنی در عرصه منابع زراعی و باغ‌ها,ردیف شماره 150121 از جدول شماره ۵,,110.000,0.000,0.000,110.000,,3
درآمدها,جریمه‌ها,جریمه‌های معوق رانندگی,,جریمه‌های معوق رانندگی,ردیف شماره 150123 از جدول شماره ۵,,"1,500.000",0.000,0.000,"1,500.000",,3
درآمدها,جریمه‌ها,جریمه‌های مربوط به قانون مدیریت پسماند,,جریمه‌های موضوع ماده ۲۱ قانون مدیریت پسماند,ردیف شماره 150124 از جدول شماره ۵,,150.000,0.000,0.000,150.000,,3
درآمدها,جریمه‌ها,درآمد اجرای قانون مبارزه با قاچاق کالا و ارز,,درآمد موضوع اجرای قانون مبارزه با قاچاق کالا و ارز,ردیف شماره 150126 از جدول شماره ۵,,20.000,0.000,0.000,20.000,,3
درآمدها,جریمه‌ها,جریمه ناشی از مصرف زیاد گاز,,جریمه ناشی از مصرف گاز و فرآورده‌های نفتی مازاد بر الگوی مصرف,ردیف شماره 150127 از جدول شماره ۵,,"1,500.000",0.000,0.000,"1,500.000",,3
درآمدها,جریمه‌ها,جریمه غیبت مشمولان سربازی,,جریمه زمان غیبت مشمولان,ردیف شماره 150128 از جدول شماره ۵,,5.000,0.000,0.000,5.000,,3
درآمدها,جریمه‌ها,,,درآمدهای حاصل از جرایم و خسارات,ردیف شماره 150000 از جدول شماره ۵,,"3,621.500","2,811.210",15.000,"6,447.710",,2
درآمدها,درآمدهای متفرقه,درآمدهای متفرقه,,درآمدهای متفرقه,ردیف شماره 160101 از جدول شماره ۵,,461.865,945.000,173.000,"1,579.865",,3
درآمدها,درآمدهای متفرقه,درآمد قراردادهای پیمانکاری,,درآمدهای حاصل از قراردادهای پیمانکاری,ردیف شماره 160103 از جدول شماره ۵,,0.000,0.000,"10,420.000","10,420.000",,3
درآمدها,درآمدهای متفرقه,حق اشتراک برداشت جدید آب,,حق اشتراک برداشت جدید آب مضوع ماده ۶۳ قانون تنظیم بخشی از مقررات مالی دولت,ردیف شماره 160104 از جدول شماره ۵,,48.000,0.000,0.000,48.000,,3
درآمدها,درآمدهای متفرقه,مازاد درآمدهای اختصاصی دانشگاه‌ها,,مازاد درآمدهای اختصاصی دانشگاه‌ها و موسسات آموزش عالی,ردیف شماره 160105 از جدول شماره ۵,,0.000,0.000,370.000,370.000,,3
درآمدها,درآمدهای متفرقه,مازاد درآمدهای اختصاصی دانشگاه‌های علوم پزشکی,,مازاد درآمدهای اختصاصی دانشگاه‌های علوم پزشکی,ردیف شماره 160106 از جدول شماره ۵,,0.000,0.000,"2,500.000","2,500.000",,3
درآمدها,درآمدهای متفرقه,عوارض ۱۰ درصدی بیمه شخص ثالث,,درآمد حاصل از اخذ ۱۰ درصد حق بیمه شخص ثالث، سرنشین و مازاد توسط شرکت‌های بیمه تجاری بابت ارتقا کیفیت خدمات رسانی در امر حمل و نقل (بلافاصله پس از صدور بیمه‌نامه به خزانه واریز گردد) ,ردیف شماره 160111 از جدول شماره ۵,,250.000,0.000,0.000,250.000,,3
درآمدها,درآمدهای متفرقه,عوارض شماره‌گذاری خودروهای وارداتی,,عوارض شماره‌گذاری خودروهای وارداتی متناسب با میزان آلودگی و ارزش گمرکی,ردیف شماره 160113 از جدول شماره ۵,,600.000,0.000,0.000,600.000,,3
درآمدها,درآمدهای متفرقه,بازگشت وام محکومان نیازمند,,وجوه بازگشتی از محل تسهیلات اعطلایی به محکومین نیازمند,ردیف شماره 160114 از جدول شماره ۵,,0.100,0.000,0.000,0.100,,3
درآمدها,درآمدهای متفرقه,بازگشت وام زندانیان,,وجوه بازگشتی از محل تسهیلات اعطلایی به زندانیان,ردیف شماره 160115 از جدول شماره ۵,,20.000,0.000,0.000,20.000,,3
درآمدها,درآمدهای متفرقه,درآمد قانون ایمنی راه‌ها و راه‌آهن,,درآمد اجرای قانون ایمنی راه‌ها و راه‌آهن,ردیف شماره 160116 از جدول شماره ۵,,14.000,0.000,0.000,14.000,,3
درآمدها,درآمدهای متفرقه,افزایش قیمت سیگار,,افزایش ۲۰درصد قیمت سیگار تولید داخل و ۴۰درصد سیگار و توتون قلیان خارجی توتون پیپ و ۳۰درصد تولیدات مشترک,ردیف شماره 160117 از جدول شماره ۵,,40.000,0.000,0.000,40.000,,3
درآمدها,درآمدهای متفرقه,مازاد درآمد اختصاصی دستگاه‌های اجرایی,,مازاد درآمد اختصاصی دستگاه‌های اجرایی,ردیف شماره 160120 از جدول شماره ۵,,0.000,0.000,40.000,40.000,,3
درآمدها,درآمدهای متفرقه,افزایش قیمت نوشابه,,افزایش ۱۵درصد به قیمت نوشابه گازدار داخلی و ۲۰درصد نوشابه‌های گازدار وارداتی,ردیف شماره 160123 از جدول شماره ۵,,12.000,0.000,0.000,12.000,,3
درآمدها,درآمدهای متفرقه,کارمزد ثبت سفارش,,کارمزد ثبت سفارش,ردیف شماره 160124 از جدول شماره ۵,,130.000,0.000,0.000,130.000,,3
درآمدها,درآمدهای متفرقه,عوارض کشتار دام و طیور,,درآمد موضوع ماده (۵) قانون نظارت شرعی بر ذبح و صید و ماده ۱۲ نظام جامع دامپروری,ردیف شماره 160125 از جدول شماره ۵,,7.000,0.000,0.000,7.000,,3
درآمدها,درآمدهای متفرقه,مابه‌ التفاوت از کالاهای وارداتی و کشاورزی,,درآمد حاصل از اخذ مابه‌ التفاوت از کالاهای وارداتی و کشاورزی,ردیف شماره 160126 از جدول شماره ۵,,700.000,0.000,0.000,700.000,,3
درآمدها,درآمدهای متفرقه,درآمدهای قانونی (مربوط به سازمان امور مالیاتی),,درآمد موضوع ماده ۳۷ قانون مالیات بر ارزش افزوده,ردیف شماره 160129 از جدول شماره ۵,,55.000,0.000,0.000,55.000,,3
درآمدها,درآمدهای متفرقه,درآمدهای قانونی (مربوط به تشکل‌های صنفی),,درآمد موضوع تبصره ۲ ماده ۱۸۶ قانون مالیات مستقیم,ردیف شماره 160130 از جدول شماره ۵,,26.800,0.000,0.000,26.800,,3
درآمدها,درآمدهای متفرقه,درآمدهای قانونی (مربوط به آموزش حین خدمت),,درآمد موضوع تبصره ۳ ماده ۳۸ قانون مالیت بر ارزش افزوده,ردیف شماره 160131 از جدول شماره ۵,,75.000,0.000,0.000,75.000,,3
درآمدها,درآمدهای متفرقه,عوارض واردات میوه و سبزیجات,,درآمد حاصل از اخذ عوارض از واردات میوه و سبزیجات و سموم کشاورزی,ردیف شماره 160132 از جدول شماره ۵,,55.000,0.000,0.000,55.000,,3
درآمدها,درآمدهای متفرقه,درآمد معاینه فنی خودروها,,درآمد حاصل از معاینه فنی خودروها,ردیف شماره 160133 از جدول شماره ۵,,0.200,0.000,0.000,0.200,,3
درآمدها,درآمدهای متفرقه,درآمد سازمان حسابرسی وزارت دفاع,,درآمد حاصل از سازمان حسابرسی وزارت دفاع و پشتیبانی نیروهای مسلح,ردیف شماره 160134 از جدول شماره ۵,,0.000,0.000,2.400,2.400,,3
درآمدها,درآمدهای متفرقه,عوارض واردات گوشت قرمز و مرغ,,عوارض واردات گوشت قرمز و مرغ,ردیف شماره 160135 از جدول شماره ۵,,30.000,0.000,0.000,30.000,,3
درآمدها,درآمدهای متفرقه,درآمد ثبت املاک,,هزینه تفکیک و پاسخ استعلام برای املاک ثبت شده,ردیف شماره 160138 از جدول شماره ۵,,160.000,0.000,0.000,160.000,,3
درآمدها,درآمدهای متفرقه,مازاد درآمد اختصاصی موسسات تحقیقاتی کشاورزی,,مازاد درآمد اختصاصی موسسات تحقیقاتی سازمان تحقیقات، آموزش و ترویج کشاورزی,ردیف شماره 160141 از جدول شماره ۵,,0.000,0.000,10.000,10.000,,3
درآمدها,درآمدهای متفرقه,عوارض تولید و واردات وسائط نقلیه,,عوارض از تولید و واردات وسائط نقلیه,ردیف شماره 160142 از جدول شماره ۵,,80.000,0.000,0.000,80.000,,3
درآمدها,درآمدهای متفرقه,یک درصد قیمت بلیط هواپیما و کشتی,,یک درصد قیمت بلیط هواپیما و کشتی,ردیف شماره 160143 از جدول شماره ۵,,20.000,0.000,0.000,20.000,,3
درآمدها,درآمدهای متفرقه,عوارض واردات کالاها و محصولات فرهنگی,,عوارض واردات کالاها و محصولات فرهنگی,ردیف شماره 160145 از جدول شماره ۵,,20.000,0.000,0.000,20.000,,3
درآمدها,درآمدهای متفرقه,افزایش عوارض واردات خودرو,,افزایش عوارض واردات خودروهای سواری به میزان ۵ درصد قیمت روی کشتی,ردیف شماره 160148 از جدول شماره ۵,,260.000,0.000,0.000,260.000,,3
درآمدها,درآمدهای متفرقه,درآمد واگذاری آزاد راه‌های تهران - قزوین,,درآمد اجرای قانون اجازه واگذاری حق دریافت آزاد راه‌های تهران – کرج و کرج – قزوین,ردیف شماره 160152 از جدول شماره ۵,,14.000,0.000,0.000,14.000,,3
درآمدها,درآمدهای متفرقه,افزایش ۲۰ درصد به قیمت هر لیتر نفت گاز,,افزایش ۲۰ درصد به قیمت هر لیتر نفت گاز,ردیف شماره 160153 از جدول شماره ۵,,929.330,0.000,0.000,929.330,,3
درآمدها,درآمدهای متفرقه,درآمد افزایش قیمت پیامک,,درآمد حاصل از افزایش یک تومان قیمت هر پیامک,ردیف شماره 160154 از جدول شماره ۵,,400.000,0.000,0.000,400.000,,3
درآمدها,درآمدهای متفرقه,دریافت هزینه و قیمت اراضی رفع تداخل شده,,دریافت هزینه و قیمت اراضی رفع تداخل شده موضوع ماده ۵۴ قانون رفع موانع تولید,ردیف شماره 160156 از جدول شماره ۵,,15.000,0.000,0.000,15.000,,3
درآمدها,درآمدهای متفرقه,درآمد‌های قانونی (مربوط به املاک و اراضی),,درآمد حاصل از اجرای ماده ۱۷ قانون جامع حدنگار,ردیف شماره 160157 از جدول شماره ۵,,500.000,0.000,0.000,500.000,,3
درآمدها,درآمدهای متفرقه,مابه‌التفاوت روغن خام وارداتی,,درآمد حاصل از اخذ مابه‌التفاوت از روغن خام، دانه‌های روغنی و شکر وارداتی,ردیف شماره 160158 از جدول شماره ۵,,300.000,0.000,0.000,300.000,,3
درآمدها,درآمدهای متفرقه,درآمد بازپرداخت وام‌های شهریه,,درآمد حاصل از بازپرداخت وام‌های شهریه سال‌های ۱۳۸۵ تا ۱۳۹۳,ردیف شماره 160160 از جدول شماره ۵,,45.000,0.000,0.000,45.000,,3
درآمدها,درآمدهای متفرقه,درآمد اسکن کامیون,,درآمد حاصل از اسکن هر کامیون توسط دستگاه‌های کنترلی پرتونگاری,ردیف شماره 160161 از جدول شماره ۵,,70.000,0.000,0.000,70.000,,3
درآمدها,درآمدهای متفرقه,سهم سازمان نوسازی مدارس,,۲۰ درصد سهم سازمان نوسازی و توسعه و تجهیز مدارس,ردیف شماره 160162 از جدول شماره ۵,,0.000,0.000,0.000,0.000,,3
درآمدها,درآمدهای متفرقه,درآمد قانونی (مربوط به شهرهای جدید),,درآمد موضوع تبصره ذیل ماده (۵) قانون ایجاد شهرهای جدید,ردیف شماره 160163 از جدول شماره ۵,,10.000,0.000,0.000,10.000,,3
درآمدها,درآمدهای متفرقه,هزینه‌ تراکنش‌های بانکی,,هزینه‌های دریافتی بابت تراکنش‌ها در نظام بانکداری الکترونیکی,ردیف شماره 160164 از جدول شماره ۵,,365.000,0.000,0.000,365.000,,3
درآمدها,درآمدهای متفرقه,مالیات بر مصرف سیگار,,مالیات بر مصرف سیگار (موضوع عوارض بند د تبصره ۷ قانون بودجه سال ۱۳۹۶),ردیف شماره 160168 از جدول شماره ۵,,"1,300.000",0.000,0.000,"1,300.000",,3
درآمدها,درآمدهای متفرقه,درآمد بیمه خسارات شخص ثالث,,درآمد موضوع ماده ۲۴ قانون بیمه اجباری خسارات وارد شده به شخص ثالث,ردیف شماره 160169 از جدول شماره ۵,,0.000,0.000,600.000,600.000,,3
درآمدها,درآمدهای متفرقه,درآمد واریزی ۲ میلیون تن قیر,,درآمد واریزی بابت ۲ میلیون تن قیر,ردیف شماره 160170 از جدول شماره ۵,,"1,500.000",0.000,0.000,"1,500.000",,3
درآمدها,درآمدهای متفرقه,درآمد قانونی مربوط به فضای ورزشی کارگران,,درآمد حاصل جهت تکمیل فضاهای ورزشی کارگران (ماده ۷۸ قانون وصول برخی از درآمدهای دولت و مصرف در موارد معین),ردیف شماره 160171 از جدول شماره ۵,,40.000,0.000,0.000,40.000,,3
درآمدها,درآمدهای متفرقه,بدهی‌ سازمان‌ گسترش و نوسازی صنایع,,بدهی‌ سازمان‌های گسترش و نوسازی صنایع، توسعه و نوسازی معادن و صنایع معدنی و صنایع پتروشیمی به دولت,ردیف شماره 160172 از جدول شماره ۵,,250.000,0.000,0.000,250.000,,3
درآمدها,درآمدهای متفرقه,,,درآمدهای متفرقه,ردیف شماره 160000 از جدول شماره ۵,,"8,803.295",945.000,"14,115.400","23,863.695",,2
درآمدها,,,,درآمدها,ردیف شماره 100000 از جدول شماره ۵,,"74,718.535","84,866.665","51,040.694","210,625.894",,1
منابع نفتی,نفت,فروش نفت خام,,منابع حاصل از ارزش نفت خام,ردیف شماره 210101 از جدول شماره ۵,,"108,207.600",0.000,0.000,"108,207.600",,3
منابع نفتی,نفت,۲ درصد فروش نفت برای مناطق نفت‌خیز و محروم,,۲ درصد فروش نفت خام برای مناطق نفت‌خیز و محروم,ردیف شماره 210109 از جدول شماره ۵,,"2,881.800",0.000,0.000,"2,881.800",,3
منابع نفتی,نفت,ذخبره ارزی یا اوراق مالی,,منابع موضوع بند ج تبصرع ۱ قانون بودجه سال ۱۳۹۶,ردیف شماره 210111 از جدول شماره ۵,,0.000,0.000,0.000,0.000,,3
منابع نفتی,نفت,,,منابع حاصل از نفت و فرآورده‌های نفتی,ردیف شماره 210100 از جدول شماره ۵,,"111,089.400",0.000,0.000,"111,089.400",,2
منابع نفتی,فروش اموال,فروش ساختمان‌ها,,فروش ساختمان‌ها و تاسیسات دولتی,ردیف شماره 210201 از جدول شماره ۵,,883.650,5.200,0.000,888.850,,3
منابع نفتی,فروش اموال,فروش اراضی,,فروش و واگذاری اراضی دولتی,ردیف شماره 210202 از جدول شماره ۵,,198.000,0.000,0.000,198.000,,3
منابع نفتی,فروش اموال,فروش ماشین‌آلات,,فروش ماشین‌آلات و تجهیزات دستگاه‌های دولتی,ردیف شماره 210203 از جدول شماره ۵,,65.750,0.600,34.000,100.350,,3
منابع نفتی,فروش اموال,فروش سایر دارایی‌های دولت,,فروش و واگذاری سایر دارایی‌های سرمایه‌ای,ردیف شماره 210204 از جدول شماره ۵,,96.700,0.000,50.000,146.700,,3
منابع نفتی,فروش اموال,فروش اموال تملیکی,,فروش و واگذاری اموال تملیکی,ردیف شماره 210207 از جدول شماره ۵,,60.000,0.000,0.000,60.000,,3
منابع نفتی,فروش اموال,فروش پادگان‌ها,,فروش پادگان‌ها به شهرداری,ردیف شماره 210209 از جدول شماره ۵,,25.000,0.000,0.000,25.000,,3
منابع نفتی,فروش اموال,فروش خانه‌های سازمانی,,فروش خانه‌های سازمانی,ردیف شماره 210210 از جدول شماره ۵,,30.000,0.000,0.000,30.000,,3
منابع نفتی,فروش اموال,واگذاری اراضی برای عشایر,,منابع حاصل از واگذاری اراضی برای اسکان عشایر,ردیف شماره 210211 از جدول شماره ۵,,0.100,0.000,0.000,0.100,,3
منابع نفتی,فروش اموال,منابع صندوق‌ توسعه کشاورزی,,منابع حاصل از ماده ۱۲ قانون تشکیل وزارت جهاد کشاورزی,ردیف شماره 210212 از جدول شماره ۵,,35.000,0.000,0.000,35.000,,3
منابع نفتی,فروش اموال,واگذاری واحد‌های خدماتی، رفاهی,,فروش مجتمع‌های دستگاه‌های اجرایی با کاربری تفریحی و واگذاری واحد‌های خدماتی، رفاهی و مانند آن به بخش غیر دولتی,ردیف شماره 210213 از جدول شماره ۵,,90.000,0.000,0.000,90.000,,3
منابع نفتی,فروش اموال,فروش زندان‌های قدیمی,,فروش زندان‌های قدیمی و اموال منقول مازاد سازمان زندان‌ها,ردیف شماره 210214 از جدول شماره ۵,,60.000,0.000,0.000,60.000,,3
منابع نفتی,فروش اموال,,,منابع حاصل از فروش و واگذاری اموال منقول و غیرمنقول,ردیف شماره 210200 از جدول شماره ۵,,"1,544.200",5.800,84.000,"1,634.000",,2
منابع نفتی,واگذاری طرح‌های عمرانی,,,منابع حاصل از واگذاری طرح‌های تملک دارایی‌های سرمایه‌ای,ردیف شماره 210301 از جدول شماره ۵,,"3,500.000",0.000,0.000,"3,500.000",,2
منابع نفتی,,,,منابع خاصل از واگذاری دارایی‌های سرمایه‌ای,ردیف شماره 200000 از جدول شماره ۵,,"116,133.600",5.800,84.000,"116,223.400",,1
منابع مالی,اوراق مالی,فروش اسناد خزانه,,فروش اسناد خزانه اسلامی,ردیف شماره 310103 از جدول شماره ۵,,"7,500.000",0.000,0.000,"7,500.000",,3
منابع مالی,اوراق مالی,دریافت مطالبات دولت,,دریافت مطالبات قطعی دولت از اشخاص حقیقی و حقوقی تعاونی و خصوصی,ردیف شماره 310106 از جدول شماره ۵,,"5,000.000",0.000,0.000,"5,000.000",,3
منابع مالی,اوراق مالی,انتشار اوراق جدید برای تسویه اوراق قبلی,,انتشار اوراق اسلامی برای بازپرداخت اصل و سود اوراق سررسید شده در سال ۱۳۹۶,ردیف شماره 310107 از جدول شماره ۵,,0.000,0.000,0.000,0.000,,3
منابع مالی,اوراق مالی,انتشار اوراق مالی اسلامی,,انتشار اوراق مالی اسلامی,ردیف شماره 310108 از جدول شماره ۵,,"20,000.000",0.000,0.000,"20,000.000",,3
منابع مالی,اوراق مالی,,,منابع خاصل از فروش و واگذاری انواع اوراق مالی اسلامی,ردیف شماره 310100 از جدول شماره ۵,,"32,500.000",0.000,0.000,"32,500.000",,2
منابع مالی,وام خارجی,,,منابع حاصل از استفاده از تسهیلات خارجی - وصولی از محل تسهیلات سایر بانک‌ها و منابع خارجی,ردیف شماره 310200 از جدول شماره ۵,,355.000,0.000,0.000,355.000,,2
منابع مالی,دریافت اصل وام‌ها,دریافت اصل وام‌ها,,دریافت اصل وام‌های داخلی دولت – موضوع ماده ۳۲ قانون برنامه و بودجه,ردیف شماره 310402 از جدول شماره ۵,,333.050,0.000,0.000,333.050,,3
منابع مالی,دریافت اصل وام‌ها,دریافت وام‌های داخلی از شرکت‌های دولتی,,دریافت وام‌های داخلی دولت از شرکت‌های آب، برق، آب و فاضلاب، مخابرات، نفت و گاز,ردیف شماره 310403 از جدول شماره ۵,,64.000,0.000,0.000,64.000,,3
منابع مالی,دریافت اصل وام‌ها,تسویه حساب وام واردات فراورده‌های نفتی,,تسویه حساب وام دریافتی از بانک مرکزی برای واردات فراورده‌های نفتی,ردیف شماره 310407 از جدول شماره ۵,,0.000,0.000,0.000,0.000,,3
منابع مالی,دریافت اصل وام‌ها,,,منابع حاصل از دریافت اصل وام‌‌ها,ردیف شماره 310400 از جدول شماره ۵,,397.050,0.000,0.000,397.050,,2
منابع مالی,واگذاری شرکت‌های دولتی,واگذاری شرکت‌های دولتی,,واگذاری شرکت‌های دولتی,ردیف شماره 310501 از جدول شماره ۵,,"7,900.000",0.000,0.000,"7,900.000",,3
منابع مالی,واگذاری شرکت‌های دولتی,واگذاری نیروگاه‌ها,,واگذاری سهام، امول و دارایی‌های نیروگاه‌های متعلق به دولت و شرکت‌های وابسته,ردیف شماره 310502 از جدول شماره ۵,,"1,700.000",0.000,0.000,"1,700.000",,3
منابع مالی,واگذاری شرکت‌های دولتی,واگذاری شرکت‌های کشاورزی,,فروش سهام شرکت‌های دولتی وابسته به جهاد کشاورزی,ردیف شماره 310515 از جدول شماره ۵,,50.000,0.000,0.000,50.000,,3
منابع مالی,واگذاری شرکت‌های دولتی,,,منابع حاصل از واگذاری شرکت‌های دولتی,ردیف شماره 310500 از جدول شماره ۵,,"9,650.000",0.000,0.000,"9,650.000",,2
منابع مالی,برگشتی سال‌های قبل,,,منابع حاصل از برگشتی پرداخت‌های سال‌های قبل,ردیف شماره 310600 از جدول شماره ۵,,362.350,0.000,0.000,362.350,,2
منابع مالی,منابع صندوق توسعه ملی,,,استفاده از صندوق توسعه ملی برای افزایش سرمایه صندوق نو‌آوری و شکوفایی,ردیف شماره 310700 از جدول شماره ۵,,660.000,0.000,0.000,660.000,,2
منابع مالی,سایر واگذاری‌ها,,,منابع حاصل از سایر واگذاری‌ها - واگذاری باقیمانده سهام دولت در بانک‌ها و بیمه ها,ردیف شماره 310800 از جدول شماره ۵,,350.000,0.000,0.000,350.000,,2
منابع مالی,,,,منابع خاصل از واگذاری دارایی‌های مالی,ردیف شماره 300000 از جدول شماره ۵,,"44,274.400",0.000,0.000,"44,274.400",,1
منابع لایحه بودجه ۱۳۹۶,,,,منابع بودجه عمومی شامل درآمدها، منابع حاصل از واگذاری دارایی‌های سرمایه‌ای و دارایی‌های مالی,,,"235,126.535","84,872.465","84,872.465","371,123.694",,0
